   80   80
    nn     x     y    ss   oprev dprev   odist     ddist     oarea     darea  tareadiff
  2060    60    26   2.0  1981  2138     25630     47979     13935     17930      6355
  2061    61    26   4.0  1981  2060     25611     48729     13390     18470      6360
  2062    62    26   4.0  1981  2061     25952     49729     12845     19010      6365
  2063    63    26   3.0  1904  2143     25743     50481     11295     19350      7575
  2064    64    26   3.0  1984  2143     25475     50755     10740     19885      7595
  2065    65    26   4.0  2066  2143     25302     51533      8765     20420      9035
  2066    66    26   4.0  2067  2065     24302     52533      8225     20960      9035
  2067    67    26   3.0  2068  2066     23427     53408      7685     21500      9035
  2068    68    26   2.0  1989  2146     22802     54033      7145     22010      9065
  2069    69    26   4.0  1910  2147     22715     54768      6595     22540      9085
  2070    70    26   5.0  1990  2148     22484     55876      6040     23025      9155
  2071    71    26   5.0  1992  2149     22195     57045      5390     23555      9275
  2072    72    26   5.0  1992  2150     21714     58185      4845     24085      9290
  2073    73    26   6.0  1994  2072     21629     59560      4260     24625      9335
  2074    74    26   4.0  1994  2152     20862     60700      3715     25145      9360
  2075    75    26   4.0  1994  2074     21307     61700      3170     25685      9365
  2076    76    26   4.0  1915  2075     22039     62700      2585     26225      9410
  2077    77    26   3.0  1918  2076     21268     63575      1785     26765      9670
  2078    78    26   5.0  1998  2077     21143     64575      1235     27305      9680
  2079    79    26   6.0  1999  2078     21113     65950       665     27845      9710
  2080    80    26   4.0  1919  2079     21253     67200       115     28385      9720
  2081     1    27   6.0  2082  2161     60209     45675     52060      -470     13370
  2082     2    27   6.0  2083  2162     58709     45815     51530        40     13350
  2083     3    27   5.0  2084  2084     57334     44929     51000     -6020      6760
  2084     4    27   5.0  2085  2085     56084     43679     50470     -5490      6760
  2085     5    27   4.0  2086  2167     54959     42554     49940     -4960      6760
  2086     6    27   4.0  2087  2087     53959     41599     49410     -4560      6630
  2087     7    27   5.0  2088  2088     52834     40474     48880     -4030      6630
  2088     8    27   4.0  2170  2170     51709     39349     48350     -3500      6630
  2089     9    27   5.0  2171  2171     50739     38379     47830     -2980      6630
  2090    10    27   5.0  2091  2172     49643     37470     47320     -2465      6635
  2091    11    27   6.0  2173  2172     48268     36377     46790     -1940      6630
  2092    12    27   6.0  2093  2173     46892     35211     46290     -1430      6640
  2093    13    27   6.0  2094  2254     45392     34596     45760      -915      6625
  2094    14    27   4.0  2095  2174     44142     33985     45230      -395      6615
  2095    15    27   3.0  2096  2254     43267     34176     44700       125      6605
  2096    16    27   2.0  2017  2176     42642     34015     44170       605      6555
  2097    17    27   2.0  2018  2256     42284     34133     43615      1120      6515
  2098    18    27   3.0  2099  2178     41756     34283     42975      1360      6115
  2099    19    27   3.0  2100  2178     41006     34557     42445      1885      6110
  2100    20    27   2.0  2101  2181     40381     34267     41915      1090      4785
  2101    21    27   2.0  2022  2181     39881     34045     41385      1615      4780
  2102    22    27   2.0  2023  2182     39525     34023     40445      2115      4340
  2103    23    27   4.0  2024  2183     39061     34405     39905      2625      4310
  2104    24    27   3.0  2025  2186     38488     34486     39360      2090      3230
  2105    25    27   3.0  2027  2186     38069     33832     38795      2615      3190
  2106    26    27   2.0  2027  2186     37447     33449     38260      3140      3180
  2107    27    27   4.0  1948  2268     37310     33366     37720      3605      3105
  2108    28    27   3.0  2190  2189     36914     32815     34285      4100       165
  2109    29    27   2.0  2191  2189     36304     32432     33765      4625       170
  2110    30    27   3.0  2192  2189     35679     32815     33245      5150       175
  2111    31    27   3.0  2033  2190     35015     33375     32820      5665       265
  2112    32    27   4.0  2034  2192     34185     33523     32275      6125       180
  2113    33    27   2.0  2035  2272     33435     33450     31690      6575        45
  2114    34    27   2.0  2036  2193     33024     33792     31145      7095        20
  2115    35    27   2.0  2036  2114     32613     34292     30610      7625        15
  2116    36    27   2.0  1957  2115     32317     34792     30070      8155         5
  2117    37    27   3.0  2037  2116     32220     35417     29525      8685        10
  2118    38    27   4.0  2037  2117     32671     36292     28990      9215        15
  2119    39    27   3.0  2200  2198     32105     37122     27285      9605      1330
  2120    40    27   4.0  2121  2198     31465     37862     26780     10130      1310
  2121    41    27   3.0  2043  2200     30590     38320     26250     10645      1325
  2122    42    27   2.0  2043  2201     29968     38643     25715     11165      1340
  2123    43    27   4.0  2044  2201     29637     39318     25170     11690      1360
  2124    44    27   2.0  1965  2203     29053     39674     24630     12205      1385
  2125    45    27   3.0  2046  2124     28743     40299     24050     12735      1435
  2126    46    27   4.0  1967  2125     28246     41174     23510     13265      1445
  2127    47    27   2.0  2047  2126     27680     41924     22970     13795      1455
  2128    48    27   4.0  2047  2127     28292     42674     22435     14325      1460
  2129    49    27   4.0  2049  2128     27967     43674     21765     14855      1600
  2130    50    27   3.0  1971  2129     27437     44549     21165     15385      1670
  2131    51    27   4.0  2051  2292     27201     45003     20625     13320      4275
  2132    52    27   4.0  2053  2212     27079     44687     19760     13840      4620
  2133    53    27   4.0  2053  2292     26722     45003     19225     14360      4635
  2134    54    27   4.0  2054  2293     26917     45615     18680     14860      4680
  2135    55    27   2.0  1976  2214     26240     45665     18070     15380      4770
  2136    56    27   4.0  2056  2215     26483     46302     17530     15840      4850
  2137    57    27   3.0  1976  2217     26660     46764     16990     16335      4895
  2138    58    27   2.0  2059  2217     26231     46861     16255     16860      5105
  2139    59    27   2.0  2059  2217     25993     47257     15720     17385      5115
  2140    60    27   4.0  2060  2139     26380     48007     13935     17915      6370
  2141    61    27   4.0  2061  2140     26611     49007     13390     18445      6385
  2142    62    27   3.0  1981  2221     26677     49517     12850     18830      6540
  2143    63    27   2.0  1984  2222     26262     49856     11280     19350      7590
  2144    64    27   3.0  2064  2143     26225     50481     10740     19880      7600
  2145    65    27   4.0  2146  2144     25479     51356      8745     20410      9065
  2146    66    27   4.0  2068  2145     24479     52356      8215     20940      9065
  2147    67    27   3.0  2068  2146     23685     53231      7680     21470      9070
  2148    68    27   2.0  2068  2226     23302     53780      7145     21955      9120
  2149    69    27   4.0  2069  2148     23715     54530      6595     22485      9140
  2150    70    27   4.0  2070  2149     23609     55530      6040     23015      9165
  2151    71    27   5.0  1992  2150     23244     56655      5385     23545      9290
  2152    72    27   5.0  2072  2151     22964     57905      4845     24075      9300
  2153    73    27   5.0  2074  2152     22515     59155      4250     24605      9365
